Id_cosecha;Superf;TT_est; Neto_KG; Toneladas_recibidas; Average of HUMEDAD; Average of PROTEINA;Max of VITASCOPIO; Average of PRIMERA+SEGUNDA; Average of CUARTA;Max of PUREZA_VARIETAL;Max of FALLING_NUMBER;Max of DON; Average of CUERPOS EXT+QUEBRADO+DAÑADO ;Count of Fertil;Cosecha;Fecha_siembra;Variedad;Departamento;Weath_ref; Precip.Acumulada_(mm); Heliofanía_Relativa_(%); Rad.Solar_(xHelio)cal/cma²; Humedad_Rel.
8442;47;103; -   ; -   ;14,8;14,2;-1;65,2;6,55;100;-1;-1;1,55;1;2022;11/8/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8443;105;315;309.900;310;12,2667;11,2867;98;74,2533;5,5267;100;338;196,9;1,82;1;2022;6/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8444;22;73;89.410;89;12,675;12,1;98;77,5;4;100;309;69,2;3,3;1;2022;9/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8445;282;987;1.367.930;1.333;12,22;11,958;100;80,094;2,66;100;374;304,6;3,098;1;2022;10/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8447;40;120;190.190;190;10,31;11,04;99;92;1,28;100;337;409;2,56;1;2022;17/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8449;30;90;161.610;162;11,9833;11,1167;-1;93,2833;0,5333;99;-1;-1;2,75;1;2022;26/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8450;96;288;313.810;314;13,775;10,85;99;92,4;0,5;100;400;32,2;3,2167;1;2022;10/6/2022;ARRAYAN;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8451;26;57;31.200;31;13,5667;13,6;-1;95,5333;0,1667;100;358;-1;3,1333;1;2022;27/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8452;55;193;166.340;166;11,9;12,1;98;89,1833;1,1667;100;340;49,6;2,0333;1;2022;25/5/2022;ARRAYAN;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8454;60;198;300.630;276;11,4;11,24;97;92,57;0,95;100;311;28;0,86;1;2022;10/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8455;77;231;317.230;317;14,6273;12,5909;99;88,3273;1,3545;100;364;60;1,6727;1;2022;13/6/2022;ARRAYAN;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8456;103;361;636.350;604;11,3273;10;99;91,6455;0,8182;100;350;118;1,1227;1;2022;6/6/2022;DANIELLE;RIO_NEGRO;Tacuarembo;722,6;57,64122449;376,4653061;0,163265306
8457;16;53;100.000;100;7,98;8,96;96;71,32;0,88;100;321;2;1,9;1;2022;23/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8459;22;77; -   ; -   ;11,85;12,1;100;85;2,5;99;202;1;1,25;1;2022;5/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8460;102;357;298.930;299;13,3238;11,7857;99;71,8571;4,5524;100;338;159,4;2,7238;1;2022;23/5/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8461;100;330;351.870;352;11,7692;10,9923;98;87,5154;1,3846;100;399;16;1,3769;1;2022;8/6/2022;ARRAYAN;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8462;80;280;332.772;332;10,3786;11,4857;98;93,8857;0,4929;100;345;-1;1,8786;1;2022;15/6/2022;ARRAYAN;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8463;60;210;29.880;30;12,28;12,78;-1;62,52;5,4;100;-1;-1;1,62;1;2022;4/6/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8464;170;374;817.810;818;11,8355;10,2387;99;90,8774;1,5968;100;368;3,8;0,9839;1;2022;30/5/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8466;82;246;265.960;266;11,1909;12,5;99;79,2455;3,0545;100;330;279;1,6818;1;2022;11/6/2022;ARRAYAN;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8467;96;317;402.510;403;11,7929;10,6643;98;83,8786;2,8714;99;332;126;1,2071;1;2022;4/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8469;98;343;532.420;504;11,2261;11,3652;98;72,8391;5,313;100;404;173,5;1,2609;1;2022;20/5/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8470;90;270;306.950;307;11,0182;11,6818;99;93,1273;0,2364;100;239;84,3;3,7091;1;2022;20/6/2022;OSIRIS;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8471;7;23; -   ; -   ;9,6;13,7;-1;85,2;1,4;100;-1;-1;2,7;1;2022;22/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8472;17;60;31.070;31;11,6333;10,8667;98;67,1667;7,9333;100;282;123,7;2,0333;1;2022;20/5/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8473;13;46; -   ; -   ;12,4333;13,1667;-1;63,5333;7,6667;100;-1;-1;3,5;1;2022;6/6/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8474;35;77;90.490;90;12,6;11,3333;98;95,6667;0,1;99;294;50;3,4667;1;2022;7/7/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8475;185;648;844.370;815;11,3786;10,625;100;89,2929;1,6286;100;-1;122;1,45;1;2022;23/5/2022;NAHARA;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8476;234;702;416.350;387;13,384;12,568;100;78,276;3,992;100;342;83,5;1,964;1;2022;16/5/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8477;89;267;180.740;181;11,6286;10,4286;97;93,5714;0,3857;100;380;12,5;3,6857;1;2022;3/6/2022;ARRAYAN;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8478;90;315;420.140;364;12,6438;11,2188;98;88,6938;1,9875;100;366;410;0,975;1;2022;19/5/2022;NAHARA;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8479;18;59;95.790;96;13,25;10,525;99;98,275;0,1;100;270;202;0,775;1;2022;1/7/2022;ABYDOS;FLORES;Colonia;346,3;65,16163265;394,1195918;0,020408163
8480;29;96;143.110;143;13,88;11,38;99;81,32;2,92;99;333;78;2,22;1;2022;2/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8481;40;120; -   ; -   ;11,4;14,9;-1;91,2;0,7;100;-1;-1;3,6;1;2022;24/6/2022;ARRAYAN;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8482;25;75;95.910;96;13,6333;11,6;95;90,1333;1,5667;99;348;8;1,1333;1;2022;6/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8483;22;66;114.010;114;11,725;11,2;98;90,025;1,1;99;299;11,9;2,675;1;2022;13/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8486;25;88;122.090;122;10,45;10,9;98;90,725;0,825;100;315;802;2,75;1;2022;21/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8487;22;77;111.220;111;9,975;10,425;98;92,475;0,675;100;381;79;1,175;1;2022;2/6/2022;OSIRIS;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8488;50;175;236.610;237;10,2222;10,8889;97;92,3778;0,7444;100;358;2,3;1,7556;1;2022;2/6/2022;OSIRIS;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8489;180;540;476.910;477;10,1944;11,85;98;92,9833;0,5167;100;338;16;3,0333;1;2022;20/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8490;90;270;312.040;312;11,975;12,4083;99;94,0583;0,425;100;340,5;100;2,1583;1;2022;15/6/2022;ARRAYAN;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8491;48;144;150.250;150;10,4556;9,4;-1;89,1444;1,1778;100;-1;-1;2;1;2022;3/6/2022;NAHARA;RIO_NEGRO;Tacuarembo;722,6;57,64122449;376,4653061;0,163265306
8492;40;120;182.080;182;12,3857;10,3571;99;94,3143;0,5429;100;363;122,2;2,3857;1;2022;19/7/2022;FANA;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8493;25;83;149.690;150;11,08;10,46;100;84,34;2,54;100;280;11;1,74;1;2022;16/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8494;54;162;281.490;281;12,2667;9,5278;99;85,5833;1,6333;100;330;150;2,7111;1;2022;23/5/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8495;35;123;200.210;200;11,0286;10,6286;99;76,8429;4,8857;100;326;317;3,9571;1;2022;23/5/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8496;20;66;31.230;31;10,5;10,1;98;88,8;1,3;99;276;152,4;1,7;1;2022;17/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8497;55;193;358.490;358;10,7083;10,9917;100;91,3667;0,5333;100;360;363;1,5083;1;2022;13/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8498;24;79;62.770;63;11,9;10,75;100;92,9;1;100;277;143,2;1,25;1;2022;18/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8499;20;66;60.240;30;10,6;11;99;71,3;6,7;100;336;158,8;0,9;1;2022;18/6/2022;NAHARA;CANELONES;Canelones;298,3;63,47877551;360,6836735;0,008163265
8501;55;182; -   ; -   ;11,1077;11,3077;98;94,7692;0,3;99;182;138;1,6846;1;2022;14/6/2022;OSIRIS;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8502;64;224;381.930;352;11,9846;10,6;100;86,4692;1,5231;100;356;231;1,3538;1;2022;20/5/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8503;34;119;89.280;89;11,35;13,225;-1;86,65;1,6;100;-1;-1;1,425;1;2022;12/6/2022;ARRAYAN;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8504;95;333;464.080;464;12,4625;10,575;100;85,1438;1,7438;100;391;172;3,175;1;2022;21/5/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8505;310;1085;1.248.330;1.158;10,6848;11;100;91,3261;0,7522;100;359;-1;2,0674;1;2022;20/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8506;28;92;103.860;104;12,05;9,9167;-1;93,85;0,5833;100;-1;-1;2,6;1;2022;25/5/2022;ARRAYAN;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8507;16;56;108.390;108;11,75;10,8;100;91,925;1,325;100;344;202;0,8;1;2022;12/6/2022;FANA;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8508;18;63;90.190;90;11,1333;11,0667;100;88,9;1,5333;100;313;260;1,1333;1;2022;12/6/2022;FANA;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8509;7;25;160.770;127;11,5333;10,6333;98;91,65;1,0667;100;320;0,5;1,9;1;2022;2/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8510;30;99;128.770;129;11,76;11,42;97;91,98;0,86;100;314;100;1,96;1;2022;19/6/2022;ARRAYAN;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8511;30;105;125.230;125;9,975;10,675;100;94,675;0,5;100;284;49,7;1,15;1;2022;18/6/2022;ARRAYAN;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8512;27;89;16.400;16;12,1;10,2;98;93,8;0,8;99;290;25;1,7;1;2022;6/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8513;200;700;849.790;850;12,7733;11,5233;98;79,1533;4,16;100;420;580;1,0167;1;2022;14/5/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8514;65;228;200.350;200;10,9625;9,35;99;94,4875;0,575;100;304;6,8;1,1375;1;2022;21/5/2022;ARRAYAN;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8515;55;182;314.400;314;12,2;11,44;98;85,77;2,31;100;281;174;1,82;1;2022;17/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8516;41;135;126.840;127;10,56;9,6;98;96,52;0,22;100;284;0,1;1,76;1;2022;2/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8517;75;263; -   ; -   ;14,4;13,4;-1;87,7;1,1;100;-1;-1;1,3;1;2022;4/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8518;25;83;141.600;142;11,72;11,26;-1;89,2;1,04;100;-1;-1;3,32;1;2022;20/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8519;100;350;30.960;449;10,2;10,6;97;83;2,4;98;274;47;1,6;1;2022;11/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8520;41;135;285.660;256;12,11;11,28;98;90,69;1,08;99;251;219;1,14;1;2022;11/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8521;11;36;13.570;14;9,1667;13,1;97;86,1667;1,4;100;277;10;2,6667;1;2022;22/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8522;28;98;121.680;122;10,95;12,3;98;71,45;5,7;99;335;35;1,575;1;2022;6/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8523;51;153;241.120;241;10,175;12,475;98;96,775;0,1625;100;332;31,7;1,5375;1;2022;14/6/2022;ARRAYAN;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8525;60;198;28.180;248;12,6;10,5;99;95,7;0,3;98;269;10,6;0,7;1;2022;12/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8526;98;294;30.920;31;10,775;11,1;100;97,4;0,15;99;243;0,1;1;1;2022;14/6/2022;OSIRIS;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8527;50;165;127.650;189;10,25;9,775;98;93,7;0,65;98;334;189;1,75;1;2022;2/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8528;70;224;199.700;200;12,8429;11,0714;99;88,7429;0,8571;100;305;87;8,0571;1;2022;4/6/2022;ARRAYAN;RIO_NEGRO;Tacuarembo;722,6;57,64122449;376,4653061;0,163265306
8529;260;832;1.085.320;957;10,6605;9,7233;100;93,1884;1,0605;100;312;240;1,1419;1;2022;1/6/2022;DANIELLE;RIO_NEGRO;Tacuarembo;722,6;57,64122449;376,4653061;0,163265306
8531;39;125;404.331;362;10,0929;10,9643;100;92,4286;1,4357;100;355;76;0,9429;1;2022;19/5/2022;DANIELLE;RIO_NEGRO;Tacuarembo;722,6;57,64122449;376,4653061;0,163265306
8533;46;147;180.380;180;11,0833;11,8667;100;81,9667;3,2333;100;342;107;1,6333;1;2022;21/5/2022;DANIELLE;RIO_NEGRO;Tacuarembo;722,6;57,64122449;376,4653061;0,163265306
8534;55;182;33.560;220;10,4;10,1;-1;91,7;0,3;97;-1;-1;3,2;1;2022;5/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8535;62;217;328.340;328;13,2417;11,025;100;84,625;2,55;100;365;216,3;2,1083;1;2022;29/5/2022;DANIELLE;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8536;65;215;58.820;283;14,05;11,65;98;94,25;0,65;99;270;100;1;1;2022;9/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8537;18;63;134.180;134;12,36;11,58;97;92,04;0,66;100;222;10;1,88;1;2022;6/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8538;31;93;128.580;84;11,55;10,325;96;92,85;0,85;99;234;184;2,125;1;2022;15/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8539;20;70;120.820;121;11,75;11,875;98;87,025;1,6;100;288;-1;2,4;1;2022;10/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8540;54;189;314.310;314;13,075;11,7583;98;90,675;0,8667;100;301;65,9;1,8;1;2022;10/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8541;18;63;114.920;85;10,375;9,325;-1;94,75;0,6;100;-1;-1;0,775;1;2022;7/6/2022;ARRAYAN;RIO_NEGRO;Tacuarembo;722,6;57,64122449;376,4653061;0,163265306
8542;25;88;114.520;115;10,58;9,4;98;95;0,62;100;335;89,6;0,96;1;2022;7/6/2022;ARRAYAN;RIO_NEGRO;Tacuarembo;722,6;57,64122449;376,4653061;0,163265306
8543;7;25;31.230;31;10,3;9,9;96;93,4;0,85;100;295;100;1;1;2022;7/6/2022;ARRAYAN;RIO_NEGRO;Tacuarembo;722,6;57,64122449;376,4653061;0,163265306
8544;29;87; -   ; -   ;12,35;13,4;-1;95,35;0,7;100;-1;-1;1,85;1;2022;15/6/2022;OSIRIS;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8545;110;363;507.710;508;12,0294;10,2941;99;93,3941;1,0882;97;370;180;1,2647;1;2022;15/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8546;65;195;245.740;246;13,4;11,9444;99;90,0889;1,3778;100;329;8,1;1,3556;1;2022;4/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8547;120;360;460.810;429;10,9647;12,6824;99;95,2588;0,2882;100;326;995;1,4882;1;2022;2/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8548;65;195;205.380;205;10,3857;11,4286;-1;97,0143;0,3;99;-1;-1;1,0143;1;2022;23/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8549;80;280;297.840;298;11,38;10,94;99;92,42;1,44;100;278,5;69;1,48;1;2022;9/5/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8551;83;249;63.210;63;12;10,75;-1;81,3;2,35;91;-1;-1;3,35;1;2022;24/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8552;130;429;547.800;548;12,7947;12,7789;98;87,6316;1,4158;100;311;339,3;3,7316;1;2022;7/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8553;100;350;433.110;433;14,7933;11,7267;98;91,3533;2,1867;100;356;78;1,6267;1;2022;11/5/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8554;128;448;783.170;750;11,984;11,096;99;80,448;4,132;100;348;298;2,8;1;2022;7/5/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8555;44;154;30.640;31;12,7429;13,9;98;93,0571;1,1857;98;306;17,5;2,5857;1;2022;1/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8556;67;235; -   ; -   ;12,05;12;99;68,2;5,25;100;377;58;2,6;1;2022;7/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8557;51;179;96.250;185;10,225;12,725;-1;85,625;1,575;92;-1;-1;2,375;1;2022;15/5/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8559;34;119; -   ; -   ;10,3;8,6;-1;92,42;1,24;99;-1;-1;2,1;1;2022;20/5/2022;NAHARA;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8560;21;63;28.910;29;16,1;12,1;-1;87,8;0,7;99;-1;-1;3,9;1;2022;16/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8561;60;180;214.260;214;11,9714;10,2;98;94,5571;0,9286;100;294;371;0,8143;1;2022;12/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8562;12;36;64.050;64;11,3;11,4;-1;93,55;0,35;100;-1;-1;3,9;1;2022;5/6/2022;ARRAYAN;FLORIDA;Canelones;298,3;63,47877551;360,6836735;0,008163265
8563;24;79;47.870;48;12,7;11,75;-1;89,05;1,35;100;-1;-1;6,05;1;2022;5/6/2022;ARRAYAN;FLORIDA;Canelones;298,3;63,47877551;360,6836735;0,008163265
8564;101;333;636.210;607;11,0619;10,3667;100;94,8;0,4333;100;281;97;2,6952;1;2022;15/6/2022;NAHARA;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8565;9;27;55.900;29;16,4;11,4;98;94,5;0,75;98;327;96,1;3;1;2022;15/6/2022;ARRAYAN;LAVALLEJA;TreintayTres;497,7;50,30244898;329,497551;2,636734694
8566;95;314;607.610;544;9,395;10,27;100;94,105;0,25;100;300;10;3,02;1;2022;8/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8567;35;105;163.200;163;11,88;11,24;-1;91,46;1,28;99;-1;-1;1,64;1;2022;4/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8568;9;20;19.990;20;11,85;12,2;100;93,25;0,7;100;317;0;2,7;1;2022;21/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8570;18;54;37.520;38;10,4;10,7;97;90,9;1,2;99;323;66;1,5;1;2022;5/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8571;167;551;646.680;647;11,1136;11,4273;98;96,4091;0,2091;99;340;132;2,2409;1;2022;16/5/2022;ARRAYAN;FLORES;Colonia;346,3;65,16163265;394,1195918;0,020408163
8572;17;60;109.450;109;9,975;9,875;-1;89,175;0,85;100;-1;-1;2,15;1;2022;7/6/2022;DANIELLE;RIO_NEGRO;Tacuarembo;722,6;57,64122449;376,4653061;0,163265306
8573;10;35;21.550;22;10,8;9,6;-1;98,2;0,1;99;-1;-1;1,1;1;2022;18/6/2022;ARRAYAN;SAN_JOSE;Colonia;346,3;65,16163265;394,1195918;0,020408163
8574;110;385;127.210;127;10;12,02;99;89,6;0,68;100;330;85;1,92;1;2022;23/5/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8575;77;270;87.090;87;9,9333;11,9667;97;84,8667;2,0333;100;224;-1;0,9;1;2022;11/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8576;42;92;136.880;137;13,44;11,28;98;95,04;0,62;100;294;103,8;1,5;1;2022;3/7/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8577;90;315;54.040;54;13,05;10,8;100;94,7;0,5;100;320;-1;1,15;1;2022;15/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8578;85;298;144.310;144;11,06;11,68;100;94,56;0,6;100;336;100;1,98;1;2022;3/6/2022;ARRAYAN;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8579;14;49;52.130;52;10;9,85;100;87,3;1,1;100;-1;87;1,85;1;2022;7/6/2022;DANIELLE;LAVALLEJA;TreintayTres;497,7;50,30244898;329,497551;2,636734694
8580;17;60;84.350;84;11,6667;11,4;98;94,9333;0,8333;100;264;204,9;1,8;1;2022;1/6/2022;ARRAYAN;CANELONES;Canelones;298,3;63,47877551;360,6836735;0,008163265
8581;30;105;131.860;132;14,14;11,68;99;81,88;2,74;96;386;466;1,28;1;2022;5/6/2022;DANIELLE;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8582;13;46;83.670;65;10,725;11,1;100;93,3;0,925;100;288;34;1,275;1;2022;22/5/2022;ARRAYAN;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8583;14;42;58.060;58;11,35;11,65;-1;95,35;0,9;99;-1;-1;1,35;1;2022;1/6/2022;ARRAYAN;CANELONES;Canelones;298,3;63,47877551;360,6836735;0,008163265
8584;130;286;126.770;127;13,0667;12,95;100;93,1667;0,1;92;264;0;5,7167;1;2022;7/6/2022;NAHARA;FLORES;Colonia;346,3;65,16163265;394,1195918;0,020408163
8585;24;72;58.450;58;11,7;11,55;99;94,95;0,4;100;270;42;3,1;1;2022;7/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8586;92;276;261.490;261;12,5;12,0667;100;96,0778;0,6667;100;279;-1;1,5667;1;2022;19/6/2022;ARRAYAN;FLORIDA;Canelones;298,3;63,47877551;360,6836735;0,008163265
8587;31;102;160.170;160;11,98;11,48;95;93,68;0,62;100;272;258,9;3,68;1;2022;5/6/2022;ARRAYAN;FLORIDA;Canelones;298,3;63,47877551;360,6836735;0,008163265
8588;13;46;61.240;61;14,4;11,8;99;81,8333;3,5667;100;364;577;0,9333;1;2022;23/5/2022;NAHARA;SORIANO;Colonia;346,3;65,16163265;394,1195918;0,020408163
8589;160;352;448.420;448;12,65;12,9556;99;97,3056;0,1556;100;331;150;1,7389;1;2022;6/6/2022;ARRAYAN;FLORES;Colonia;346,3;65,16163265;394,1195918;0,020408163
8590;86;284;510.820;450;12,3611;11,1056;100;96,1667;0,3778;100;302;165;0,8444;1;2022;6/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8592;15;53;129.260;129;10,88;10,74;100;92,96;0,8;100;303;88,6;0,92;1;2022;9/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8593;48;158;138.660;139;10,64;10,56;100;94,2;0,58;100;275;22;0,8;1;2022;11/6/2022;NAHARA;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8594;55;165;162.350;162;10,7;10,54;100;92,68;0,62;100;288;156;1,62;1;2022;6/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8595;98;343; -   ; -   ;11,28;12,1;98;90,34;0,84;100;194;43;2,02;1;2022;2/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8596;58;174;177.570;178;10,7333;11,4833;100;94,15;0,3;100;328;33,7;2,5;1;2022;13/6/2022;DANIELLE;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
8598;50;150;29.970;30;12,85;12,75;98;93,45;0,15;98;332;255;5,8;1;2022;6/7/2022;DANIELLE;FLORES;Colonia;346,3;65,16163265;394,1195918;0,020408163
8599;30;90;64.130;64;12,55;12,65;99;95,55;0,225;100;302;40;2,5;1;2022;9/6/2022;ARRAYAN;COLONIA;Colonia;346,3;65,16163265;394,1195918;0,020408163
