Id_cosecha;Superf;TT_est; Neto_KG; Toneladas_recibidas; Average of HUMEDAD; Average of PROTEINA;Max of VITASCOPIO; Average of PRIMERA+SEGUNDA; Average of CUARTA;Max of PUREZA_VARIETAL;Max of FALLING_NUMBER;Max of DON; Average of CUERPOS EXT+QUEBRADO+DAÑADO ;Count of Fertil;Cosecha;Fecha_siembra;Variedad;Departamento;Weath_ref; Precip.Acumulada_(mm); Heliofanía_Relativa_(%); Rad.Solar_(xHelio)cal/cma²; Humedad_Rel.
10187;57;257;309.950;310;14,7667;12,5667;100;89,6;1,6083;100;327;149;2,6833;1;2023;25/5/2023;ARRAYAN;DURAZNO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
10150;60;270; -   ; -   ;13,4;13,3;91;71,4;5,4;99;345;-1;2,8;1;2023;12/6/2023;ARRAYAN;DURAZNO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
9667;40;160;230.540;231;12,0778;12,3578;98;77,3778;4,7444;100;312;216,9;2,1667;1;2023;28/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
10213;100;450; -   ; -   ;11,79;14,46;-1;70,8;9,17;100;-1;-1;2,16;1;2023;1/6/2023;ARRAYAN;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
10191;60;270;322.420;322;11,2167;10,6083;100;78,4917;3,4667;100;317,5;191,3;2,6333;1;2023;5/6/2023;ARRAYAN;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9208;80;400;30.460;30;10,9;11,7;97;75,1;4,1;98;240;213,9;0,7;1;2023;18/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
10096;20;90;138.500;139;14,16;10,32;100;88,62;1,48;100;321;358;1,38;1;2023;1/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9982;50;170;86.030;86;13,2;12,68;99;92,56;0,82;99;329;778;1,78;1;2023;15/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9390;100;450;95.420;534;13,2667;11,4333;99;87,5;2,3;100;317,5;174,7;2,5667;1;2023;9/6/2023;ARRAYAN;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9779;100;500;452.780;453;12,7067;12,2267;100;80,46;2,7867;95;375;244;1,3533;1;2023;13/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9289;90;405;326.920;327;13,3833;11,95;98;84,5083;2;100;335;152,1;2,975;1;2023;6/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9360;50;225; -   ; -   ;13,1;14,4;-1;84,2;3,3;93;-1;-1;6,5;1;2023;15/5/2023;ABYDOS;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
10270;90;405;149.480;149;11,9333;11,8833;100;90,6;1,35;100;342;367,6;1,5;1;2023;10/6/2023;ARRAYAN;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9414;428;1712;2.244.050;2.244;12,3536;11,1928;99;90,2116;1,9101;100;330;310;1,6174;1;2023;10/6/2023;ARRAYAN;RIO_NEGRO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
9690;128;512;544.680;545;11,2083;11,1167;100;74,8833;5,2167;100;350;290,3;1,0333;1;2023;25/5/2023;NAHARA;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
10198;35;158;56.930;57;13,95;11,45;98;89,35;1,55;99;324;160,6;3,55;1;2023;5/6/2023;ARRAYAN;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
10148;70;315;56.970;57;13,68;13,71;98;88,83;1,55;100;359;-1;2,42;1;2023;4/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
10236;120;540;838.220;838;12,3182;12,0667;99;90,9061;0,5091;100;372;211;3,0727;1;2023;18/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9372;140;630;258.610;259;12,1625;11,275;100;86,9375;2,7875;100;290;-1;1,575;1;2023;10/5/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9711;130;715; -   ; -   ;14,6778;12,7444;-1;39,0778;15,9778;100;-1;-1;5,4333;1;2023;15/6/2023;DANIELLE;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
10164;21;95;31.060;31;15,55;12,4;97;79,35;2,85;99;335;250,3;7,5;1;2023;6/6/2023;ARRAYAN;FLORIDA;Canelones;676,7;58,16653061;342,3669388;0,085714286
9206;82;410;152.480;152;11,6857;11,7429;-1;80,0571;2,7143;99;193;-1;0,9857;1;2023;6/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9404;108;486;514.520;515;11,4529;12,6706;98;92,5294;0,8706;100;374;215;1,0059;1;2023;12/6/2023;OSIRIS;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9446;60;270;322.870;323;12,35;10,37;100;93,34;0,85;100;296;162,9;2,15;1;2023;1/6/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
10197;41;185;491.000;491;12,53;11,505;100;82,625;2,72;100;322,5;278,9;3,71;1;2023;5/6/2023;ARRAYAN;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
10101;45;203;69.310;69;12,2143;13,3286;100;70,3429;3,8;100;381;181,4;1,3143;1;2023;20/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9577;38;152; -   ; -   ;11,5143;13,8571;97;86,9429;1,7857;100;336;179;2,1;1;2023;12/6/2023;ARRAYAN;RIO_NEGRO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
9929;78;390; -   ; -   ;12,9438;12,8188;100;84,8125;2,2125;98;260;200;3,1625;1;2023;30/5/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
10020;50;200;321.480;321;13,3909;11,4455;100;92,1909;0,3091;100;313;314,4;4,1455;1;2023;9/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
10202;114;513;176.740;177;10,8111;12,4167;97;68,1833;4,3944;100;322;311;3,6389;1;2023;19/5/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9297;65;293;29.080;519;13,1;11,7;-1;84,8;3,4;100;-1;-1;1,8;1;2023;29/5/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9864;38;133;262.990;263;11,94;12,16;98;86,64;2,59;99;287;322,6;1,86;1;2023;28/6/2023;ARRAYAN;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9012;18;81;89.660;90;11,9;10,3667;100;91,7667;0,8333;100;337;436;3;1;2023;23/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9532;86;387;57.630;58;13,875;12,15;99;77,5;5,775;94;317,5;319,6;4,7;1;2023;12/6/2023;NAHARA;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9473;18;68;151.140;151;11,8333;12,6111;98;77,7222;5,0444;99;309;164,4;3,5556;1;2023;26/5/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9384;10;40;50.690;51;13,35;11,7;98;84,65;2,6;100;310;286,8;3,35;1;2023;1/6/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9734;31;140;85.850;86;11,575;12,55;99;87,25;1,425;100;326;347;1,925;1;2023;20/5/2023;ARRAYAN;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
10226;106;477;621.490;621;12,0238;10,5286;96;86,3238;2,1571;99;357;159;3,2905;1;2023;20/5/2023;NAHARA;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
10029;30;135;87.330;87;12,425;11,75;100;65,735;10,565;100;321;307,3;3,1;1;2023;6/6/2023;NAHARA;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9323;60;270;159.110;159;12,46;13,4;99;77,38;5,25;100;315;193,5;1,51;1;2023;5/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9538;110;495;192.930;193;11,9417;12,8833;99;73,875;7,0417;100;279;302,6;5,8;1;2023;10/6/2023;NAHARA;CANELONES;Canelones;676,7;58,16653061;342,3669388;0,085714286
9420;60;300;86.960;87;13,7857;11,2;100;67,9714;5,4;100;353;396,5;4,2214;1;2023;18/6/2023;DANIELLE;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9959;25;88;267.100;267;12,93;12,17;99;82,35;3,89;97;222;87;5;1;2023;5/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9020;27;135; -   ; -   ;13,25;12,8;99;54,85;13,85;100;303;271,9;1,65;1;2023;1/6/2023;DANIELLE;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
10222;96;432;54.260;54;11,26;13,46;98;70,44;10,8667;99;317;282;4,06;1;2023;20/5/2023;NAHARA;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9828;5;23;17.880;18;13,94;10,4;100;88,04;1,68;96;312;228,6;2,2;1;2023;25/5/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9992;32;109;117.350;117;13,025;12,675;99;91,05;1;100;262;156,7;1,925;1;2023;17/6/2023;ARRAYAN;RIO_NEGRO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
10276;70;315; -   ; -   ;11,3222;13,2556;99;64,1889;8;100;323;217;3,1889;1;2023;10/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9031;76;342;339.450;339;13,6636;10,9273;100;90,6727;1,1636;100;338;413;3,3727;1;2023;5/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9267;40;192;245.740;246;13,525;10,8125;100;88,8875;1,9625;99;298;594,3;2,9125;1;2023;22/5/2023;NAHARA;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9432;227;1022;1.885.120;1.885;12,5703;10,3891;100;84,5859;2,5406;100;291;319;4,3563;1;2023;15/6/2023;NAHARA;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9958;36;162;81.300;81;12,33;12,11;100;85,13;2,21;100;243;256;3,53;1;2023;16/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9519;43;172;302.760;303;10,93;10,38;100;82,4;2,69;95;317;127;2,63;1;2023;21/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9215;36;162;240.920;241;11,8667;9,9889;100;85,6444;2,5111;100;304;185,5;2,5444;1;2023;4/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9508;34;153; -   ; -   ;13,2;13,2;-1;89,8;1;100;-1;-1;3,8;1;2023;30/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9113;25;113; -   ; -   ;13,9;13,7;100;55,2;11,05;100;368;162;3,4;1;2023;31/5/2023;DANIELLE;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
10052;218;981;430.010;430;11,9789;10,3684;100;93,6474;0,3105;100;327;239;2,7789;1;2023;16/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9373;92;414;77.890;78;11,5;11,675;99;83,85;3,9;100;258;238;2,175;1;2023;14/5/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
10262;35;158;104.160;104;10,94;11,42;96;77,92;1,78;100;276;392;1,54;1;2023;20/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
8957;20;90;86.210;86;13,0667;10,6;96;90,1667;1,0667;100;331;190;2,9667;1;2023;15/5/2023;DANIELLE;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9144;25;113;129.320;129;12,6333;10,0333;97;93,4167;0,8833;98;292;144,7;1,7833;1;2023;31/5/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9892;76;304;366.080;366;12,6583;11,1333;100;87,75;1,35;100;292;325,1;2,6;1;2023;15/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9946;44;220;253.480;253;14,3;10,5875;100;92,8;0,65;100;355;248,3;3,5;1;2023;28/6/2023;NAHARA;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9142;55;248;272.570;273;12,8222;11,1778;98;94,9333;0,6333;100;296;118,2;1,8333;1;2023;11/6/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
8982;166;747;808.480;808;13,5774;11,7516;99;78,5387;2,1968;100;370;233,4;2,6968;1;2023;2/6/2023;DANIELLE;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
10093;25;113; -   ; -   ;10,6;16,05;-1;54,95;14,05;100;-1;-1;1,55;1;2023;6/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9517;16;88;93.660;94;11,5;12,25;100;78,625;2,775;92;335;203;2,325;1;2023;8/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9387;50;225;213.480;213;11,86;12,79;100;94,85;0,52;100;323;392,1;1,81;1;2023;6/6/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9488;150;675;697.410;697;12,0652;11,7348;99;81,687;3,487;100;322;126,2;2,2435;1;2023;25/5/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9587;172;1032;644.060;644;12,2781;12,0281;100;86,1375;3,9813;99;317;353,1;4,1063;1;2023;10/6/2023;NAHARA;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9365;160;720; -   ; -   ;12,2;14;-1;85,3143;2,8571;100;325;-1;1,8429;1;2023;21/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
10098;18;81;110.500;111;12,575;9,625;98;86,375;1,25;100;311,5;222;1,425;1;2023;14/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
8992;48;216;28.170;28;12,8857;14,0714;98;65,7714;9,2286;99;235;122,4;9,3857;1;2023;2/6/2023;NAHARA;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9147;110;495;840.180;840;12,4625;11,7281;100;87,0125;2,6031;100;355;289,7;2,7219;1;2023;16/6/2023;ARRAYAN;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9260;25;113;128.470;128;11,625;11,375;98;91,8;1,2;100;299;153,2;2,05;1;2023;12/6/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9204;59;266;334.710;335;12,3385;10,1923;99;94,2538;0,8077;100;304;157;1,8;1;2023;13/6/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9804;30;135;124.940;125;11,175;12,125;98;91,1;1,425;91;357;237;3,525;1;2023;15/5/2023;FANA;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9467;78;265;87.000;87;10,7333;11,9667;96;86,8;1,8;100;274;163,5;0,6333;1;2023;18/5/2023;ARRAYAN;RIO_NEGRO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
9294;86;387;61.450;61;11,2;11,15;-1;80,15;3,6;98;-1;-1;2,9;1;2023;8/6/2023;NAHARA;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
8946;110;550;307.930;308;11,2083;12,4083;99;79,7417;4,8917;100;313;131,7;1,9;1;2023;1/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9601;110;495;528.220;528;11,3824;11,4176;98;90,3941;1,2529;99;338;207;1,4471;1;2023;7/6/2023;ARRAYAN;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9377;44;198;119.510;120;11,7091;12,0455;99;73,5;6,0364;99;334;251,9;0,9545;1;2023;30/5/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9646;36;144; -   ; -   ;12,3667;11,8333;99;84,7667;4,3;99;209;106,8;2,7667;1;2023;2/6/2023;ARRAYAN;DURAZNO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
9118;70;315;336.950;337;11,6727;10,0818;98;83,1273;2,6727;100;314;368,1;3,8636;1;2023;1/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9692;61;275;615.340;615;12,8375;10,8583;100;79,9417;4,9417;100;358;299,9;2,0708;1;2023;5/5/2023;ARRAYAN;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9331;36;173;259.780;260;11,1444;10,2889;100;88,2778;1,7667;100;320;383,9;1,9111;1;2023;3/6/2023;NAHARA;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
10232;19;86;91.030;91;11,5333;10,7333;98;82,4667;1,5667;100;263;143;3,0667;1;2023;1/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9920;44;132;86.180;86;12;9,2333;98;85,9333;2,8;99;270;289;2,1333;1;2023;17/5/2023;NAHARA;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9393;15;68; -   ; -   ;12,0111;11,8111;98;61,0333;7,6889;100;373;236,6;6,4778;1;2023;5/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
10056;100;450;31.300;31;10,9412;11,5235;99;85,0588;2,0235;100;270;549;2,8471;1;2023;4/6/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
10118;14;63;82.860;83;11,8;10,475;100;79,25;2,95;100;303,5;183,1;1,1;1;2023;10/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9231;130;585; -   ; -   ;11,55;11,4;100;73,35;7,7;100;215;330;3,5;1;2023;18/5/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9013;181;815;798.630;799;11,6259;10,8741;98;90,1963;1,4074;100;312;205;1,7556;1;2023;7/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9103;23;104;137.080;137;15,425;10,35;98;91,475;0,675;100;316;1625;4,7;1;2023;22/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
10145;92;414;384.520;385;13,2917;11,125;99;95,8917;0,4083;100;284;486,5;1,7667;1;2023;5/6/2023;ARRAYAN;FLORIDA;Canelones;676,7;58,16653061;342,3669388;0,085714286
9251;167;752;734.360;734;11,875;11,9542;98;86,8708;2,0833;99;335;263;1,5292;1;2023;10/5/2023;ARRAYAN;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9170;60;270;293.430;293;12,62;11,9;99;76,21;3,16;100;301;349;4,5;1;2023;12/6/2023;DANIELLE;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9002;61;244;436.610;437;12,06;10,6333;98;94,5067;0,8067;100;305;390,7;1,5067;1;2023;6/6/2023;ARRAYAN;FLORIDA;Canelones;676,7;58,16653061;342,3669388;0,085714286
9748;37;148;272.380;272;12,6909;11,6727;99;81,1455;3,7273;100;353;-1;3,5727;1;2023;20/6/2023;NAHARA;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9707;139;626;730.160;730;14,0906;11,825;219;89,5094;1,45;100;328;380,6;2,6094;1;2023;15/6/2023;ARRAYAN;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9599;40;160;241.570;242;10,8222;11,6222;99;90,1;1,7;100;230;-1;1,3556;1;2023;15/6/2023;ARRAYAN;RIO_NEGRO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
9896;37;148;169.140;169;13,4667;11,8667;-1;91,45;2,2;100;-1;-1;1,75;1;2023;17/6/2023;ARRAYAN;LAVALLEJA;TreintayTres;988,5;45,99795918;313,617551;3,559183673
10210;60;270;283.240;283;11,0273;12,0727;99;74,0364;4,0909;100;313;230;2,3818;1;2023;31/5/2023;DANIELLE;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9993;7;24;30.150;30;11,1;12,4;-1;86,6;1,7;100;320;-1;2,8;1;2023;20/6/2023;ARRAYAN;RIO_NEGRO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
9848;20;90; -   ; -   ;10;12,325;-1;59,025;9,275;99;-1;-1;2,025;1;2023;8/6/2023;NAHARA;RIO_NEGRO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
10162;102;459;217.860;218;11,9167;13,1083;100;78,7333;6,1583;99;246;95,2;2,5417;1;2023;15/5/2023;ARRAYAN;DURAZNO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
9292;8;36;29.060;29;13,7;11,8;98;86,9;1,9;100;320,5;771,6;2,3;1;2023;16/6/2023;ARRAYAN;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9710;141;705;391.970;392;14,1048;11,1048;98;85,7524;1,6143;100;337,5;298,3;4,5571;1;2023;28/5/2023;DANIELLE;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9048;199;896;552.290;552;11,8773;11,1318;99;94,4864;0,7364;100;281;370;1,6545;1;2023;17/5/2023;OSIRIS;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9288;25;100;114.230;114;13,525;11,925;98;88,475;1,2;100;353;238,8;5,725;1;2023;10/6/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
10010;25;85;295.730;296;11,8846;12,7615;99;80,5;4,5308;100;388;277;1,6615;1;2023;7/6/2023;ARRAYAN;RIO_NEGRO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
10178;23;104;156.930;157;11,7333;10,9667;99;90,75;1,25;100;320;113,2;2,3;1;2023;25/5/2023;ARRAYAN;FLORIDA;Canelones;676,7;58,16653061;342,3669388;0,085714286
9610;80;320;29.500;30;10,3556;13,4111;96;78,9889;3,5444;99;322;231,3;1,1333;1;2023;12/6/2023;ARRAYAN;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9329;48;240;194.080;194;10,8875;11,9;99;83,0125;2,3125;97;222;165;4,0125;1;2023;14/5/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9961;18;63;177.310;177;12,46;13,09;99;80,2;4,28;99;321,5;265,1;2,49;1;2023;28/6/2023;NAHARA;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9337;82;369;209.420;209;10,5952;12,0905;100;70,0476;8,3095;100;343,5;244,7;1,8952;1;2023;15/5/2023;NAHARA;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9232;22;99;27.590;28;10,9667;13,4333;97;85,3667;1,9;100;319;143;3,0333;1;2023;10/6/2023;ARRAYAN;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
10263;68;306;223.020;223;11,6643;11,6286;98;70,8857;4,3929;100;315;208;2,6;1;2023;23/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9295;23;104;513.540;514;11,6727;9,6591;99;83,8364;2,6591;100;278;272,6;2,6636;1;2023;7/6/2023;NAHARA;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9353;240;1080;674.420;674;12,98;10,932;100;89,152;1,252;100;301;447;3,288;1;2023;19/5/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9038;75;338;278.870;279;11,2111;11,4111;98;88,9;1,3444;99;288;321,2;1,8333;1;2023;17/5/2023;ARRAYAN;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9412;210;945;845.260;845;13,26;11,6829;100;75,2343;5,94;100;317;756,8;3,8429;1;2023;5/6/2023;NAHARA;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9568;215;968;957.340;957;13,0041;12,0633;99;87,0633;0,1612;99;314;543;11,5347;1;2023;15/6/2023;ABYDOS;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9934;90;405;323.030;323;10,6846;12,4308;100;76,1538;6,7385;100;269;271,2;1,8077;1;2023;5/6/2023;NAHARA;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9495;50;225; -   ; -   ;10,9;14,6;-1;67;6,1;85;194;-1;15,8;1;2023;1/6/2023;ABYDOS;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
8989;60;300; -   ; -   ;13,55;13,6;-1;56,05;17,05;91;-1;-1;5,45;1;2023;12/6/2023;NAHARA;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9167;100;350;417.250;417;11,4824;12,0353;98;71,7294;8,2118;100;332,5;-1;4,1353;1;2023;15/6/2023;NAHARA;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9764;60;270;285.470;285;11,0333;11,9667;97;83,9111;2,4;98;378;481;2,8111;1;2023;19/6/2023;NAHARA;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9655;75;338;342.480;342;11,3308;12,0923;98;90,5;1,6462;99;335;188;1,8308;1;2023;1/6/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
10089;25;113;17.040;17;11;13,0143;97;55,7714;11,6;100;350;118,2;1,6571;1;2023;2/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9456;80;360;448.560;449;11,5063;12,775;98;95,1875;0,45;100;389;130,8;1,4688;1;2023;14/6/2023;OSIRIS;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
10099;43;194;234.830;235;11,5222;12,6667;98;77,4778;3,4222;99;333;150;1,4778;1;2023;19/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9378;40;180; -   ; -   ;10,775;14,15;99;57,2;18,25;99;284,5;316,7;2,375;1;2023;30/5/2023;ARRAYAN;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
10149;60;270; -   ; -   ;11,1;13,6;99;68,5;7,9;100;286;-1;4,5;1;2023;15/6/2023;ARRAYAN;DURAZNO;Tacuarembo;1443,5;50,61020408;346,6791837;0,012244898
9723;40;160;159.550;160;14,35;10,1667;97;85,6;1,6167;100;327;253,7;4,2333;1;2023;20/5/2023;DANIELLE;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9007;68;306;217.200;217;11,33;11,2;97;81,4;3,65;100;316;131;3,49;1;2023;3/6/2023;ARRAYAN;FLORES;Colonia;670,8;56,76367347;360,337551;0,097959184
9290;15;68;132.800;133;13,86;11,34;96;87,46;1,8;100;313;378,5;2,34;1;2023;15/6/2023;ARRAYAN;SAN_JOSE;Colonia;670,8;56,76367347;360,337551;0,097959184
9939;37;167;181.060;181;11,4167;10,6333;99;86,9333;1,9;99;392;195,4;3,0333;1;2023;25/6/2023;NAHARA;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
9863;135;540;741.070;741;11,9882;12,5324;99;89,5529;1,6029;100;356;327,1;1,8324;1;2023;26/6/2023;ARRAYAN;SORIANO;Colonia;670,8;56,76367347;360,337551;0,097959184
9966;25;100;29.370;29;11,2;10,6;99;83,6;1,1;86;290;-1;4,7;1;2023;5/6/2023;DANIELLE;COLONIA;Colonia;670,8;56,76367347;360,337551;0,097959184
