Departamento;Fecha;Precip.Acumulada_(mm);Heliofanía_Relativa_(%);Rad.Solar_(xHelio)cal/cma²;Humedad_Rel.
Colonia;1/1/2022;8.3;0.0;221.7;0.0
Colonia;2/1/2022;0.0;79.4;681.7;0.0
Colonia;3/1/2022;0.0;78.7;677.4;0.0
Colonia;4/1/2022;0.0;57.7;555.1;0.0
Colonia;5/1/2022;0.0;81.0;689.1;0.0
Colonia;6/1/2022;0.0;90.2;741.6;0.0
Colonia;7/1/2022;0.0;84.6;708.4;0.0
Colonia;8/1/2022;0.0;89.0;732.6;0.0
Colonia;9/1/2022;0.0;89.8;736.0;0.0
Colonia;10/1/2022;0.0;87.0;719.0;0.0
Colonia;11/1/2022;0.0;85.7;710.4;0.0
Colonia;12/1/2022;0.0;88.7;726.2;0.0
Colonia;13/1/2022;0.0;91.6;741.5;0.0
Colonia;14/1/2022;0.0;83.9;696.3;0.0
Colonia;15/1/2022;39.9;56.9;541.6;0.0
Colonia;16/1/2022;31.9;32.8;403.3;1.0
Colonia;17/1/2022;0.8;27.8;374.4;0.0
Colonia;18/1/2022;10.6;0.0;216.1;0.0
Colonia;19/1/2022;0.2;64.4;579.3;0.0
Colonia;20/1/2022;1.1;68.8;602.7;0.0
Colonia;21/1/2022;30.5;48.8;488.8;0.0
Colonia;22/1/2022;7.3;48.2;484.2;0.0
Colonia;23/1/2022;0.0;15.9;302.1;0.0
Colonia;24/1/2022;0.0;67.8;591.0;0.0
Colonia;25/1/2022;7.0;25.3;353.0;0.0
Colonia;26/1/2022;0.0;21.0;328.1;0.0
Colonia;27/1/2022;0.0;72.6;612.2;0.0
Colonia;28/1/2022;0.0;90.8;711.0;0.0
Colonia;29/1/2022;0.0;79.4;645.9;0.0
Colonia;30/1/2022;0.0;83.9;668.4;0.0
Colonia;31/1/2022;0.0;82.6;659.2;0.0
Colonia;1/2/2022;0.0;90.1;697.8;0.0
Colonia;2/2/2022;0.0;86.6;676.6;0.0
Colonia;3/2/2022;3.5;0.0;206.2;0.0
Colonia;4/2/2022;8.8;68.5;574.2;0.0
Colonia;5/2/2022;7.2;27.3;351.2;0.0
Colonia;6/2/2022;0.0;64.4;547.8;0.0
Colonia;7/2/2022;0.0;76.4;609.5;0.0
Colonia;8/2/2022;0.0;69.9;572.5;0.0
Colonia;9/2/2022;0.0;78.2;614.2;0.0
Colonia;10/2/2022;0.0;81.4;628.2;0.0
Colonia;11/2/2022;1.7;74.1;587.3;0.0
Colonia;12/2/2022;0.5;16.5;284.8;0.0
Colonia;13/2/2022;0.0;91.8;673.8;0.0
Colonia;14/2/2022;0.0;90.5;664.0;0.0
Colonia;15/2/2022;0.0;89.2;654.1;0.0
Colonia;16/2/2022;0.0;87.9;644.3;0.0
Colonia;17/2/2022;0.0;22.8;310.1;0.0
Colonia;18/2/2022;0.0;72.4;559.3;0.0
Colonia;19/2/2022;0.0;82.4;607.3;0.0
Colonia;20/2/2022;17.4;11.5;248.7;0.0
Colonia;21/2/2022;0.0;82.9;603.1;0.0
Colonia;22/2/2022;0.0;66.9;520.8;0.0
Colonia;23/2/2022;0.0;83.3;598.8;0.0
Colonia;24/2/2022;15.2;1.5;194.7;0.0
Colonia;25/2/2022;0.0;91.5;632.0;0.0
Colonia;26/2/2022;41.6;23.3;298.0;0.0
Colonia;27/2/2022;5.0;0.0;183.9;0.0
Colonia;28/2/2022;0.0;75.8;545.8;0.0
Colonia;1/3/2022;0.0;91.0;614.5;0.0
Colonia;2/3/2022;0.0;88.1;596.8;0.0
Colonia;3/3/2022;0.0;85.2;579.6;0.0
Colonia;4/3/2022;0.0;24.5;292.7;0.0
Colonia;5/3/2022;0.5;4.8;199.2;0.0
Colonia;6/3/2022;13.5;70.8;502.2;0.0
Colonia;7/3/2022;0.0;46.3;386.4;0.0
Colonia;8/3/2022;2.9;92.0;591.8;0.0
Colonia;9/3/2022;11.1;0.0;172.4;0.0
Colonia;10/3/2022;0.0;60.3;441.7;0.0
Colonia;11/3/2022;0.0;88.0;561.6;0.0
Colonia;12/3/2022;0.0;77.7;512.0;7.0
Colonia;13/3/2022;0.0;94.2;580.7;0.0
Colonia;14/3/2022;0.0;87.9;549.4;0.0
Colonia;15/3/2022;0.0;88.2;546.2;0.0
Colonia;16/3/2022;0.0;90.1;550.4;0.0
Colonia;17/3/2022;7.0;58.3;411.0;0.0
Colonia;18/3/2022;12.0;0.8;164.8;0.0
Colonia;19/3/2022;0.0;93.4;551.6;0.0
Colonia;20/3/2022;0.0;68.8;445.1;0.0
Colonia;21/3/2022;5.2;44.9;342.8;0.0
Colonia;22/3/2022;0.0;30.9;282.6;0.0
Colonia;23/3/2022;1.5;53.6;372.4;0.0
Colonia;24/3/2022;3.2;66.3;420.6;0.0
Colonia;25/3/2022;4.3;11.8;199.5;0.0
Colonia;26/3/2022;0.0;25.3;251.5;0.0
Colonia;27/3/2022;0.0;94.0;518.9;0.0
Colonia;28/3/2022;0.0;92.6;509.1;0.0
Colonia;29/3/2022;23.5;56.3;364.4;0.0
Colonia;30/3/2022;0.0;88.9;486.1;0.0
Colonia;31/3/2022;0.0;94.3;502.5;0.0
Colonia;1/4/2022;0.0;92.1;489.5;0.0
Colonia;2/4/2022;0.0;90.6;479.7;0.0
Colonia;3/4/2022;1.7;75.3;419.0;0.0
Colonia;4/4/2022;0.0;94.6;485.8;0.0
Colonia;5/4/2022;0.0;91.5;469.9;0.0
Colonia;6/4/2022;0.0;66.4;375.7;0.0
Colonia;7/4/2022;0.0;52.6;323.0;0.0
Colonia;8/4/2022;0.0;63.3;357.9;0.0
Colonia;9/4/2022;0.0;80.2;413.7;0.0
Colonia;10/4/2022;19.5;76.1;395.5;0.0
Colonia;11/4/2022;0.4;52.4;310.5;0.0
Colonia;12/4/2022;0.0;89.9;435.0;0.0
Colonia;13/4/2022;0.0;92.9;441.0;0.0
Colonia;14/4/2022;0.0;94.1;440.6;0.0
Colonia;15/4/2022;0.0;91.7;428.6;0.0
Colonia;16/4/2022;0.0;55.9;307.5;0.0
Colonia;17/4/2022;0.0;36.2;240.6;0.0
Colonia;18/4/2022;0.0;64.4;328.9;0.0
Colonia;19/4/2022;0.0;77.3;366.8;0.0
Colonia;20/4/2022;0.0;76.7;361.2;0.0
Colonia;21/4/2022;4.3;92.5;406.9;0.0
Colonia;22/4/2022;5.7;0.0;117.7;0.0
Colonia;23/4/2022;0.3;92.2;398.1;0.0
Colonia;24/4/2022;42.7;89.6;386.7;0.0
Colonia;25/4/2022;1.0;6.5;133.8;0.0
Colonia;26/4/2022;10.0;56.7;281.6;0.0
Colonia;27/4/2022;0.0;93.3;386.3;0.0
Colonia;28/4/2022;0.0;94.5;386.1;0.0
Colonia;29/4/2022;0.0;94.7;383.2;0.0
Colonia;30/4/2022;0.0;40.5;224.5;0.0
Colonia;1/5/2022;0.0;88.7;358.8;0.0
Colonia;2/5/2022;0.0;25.5;178.5;0.0
Colonia;3/5/2022;0.0;54.1;256.0;0.0
Colonia;4/5/2022;0.0;89.4;350.9;0.0
Colonia;5/5/2022;0.0;85.9;337.9;0.0
Colonia;6/5/2022;0.0;85.2;332.9;0.0
Colonia;7/5/2022;0.0;72.9;297.2;0.0
Colonia;8/5/2022;0.0;92.4;346.0;0.0
Colonia;9/5/2022;0.0;73.4;292.9;0.0
Colonia;10/5/2022;0.0;31.0;180.0;0.0
Colonia;11/5/2022;0.0;46.6;218.6;0.0
Colonia;12/5/2022;0.0;88.5;324.1;0.0
Colonia;13/5/2022;0.0;76.1;289.8;0.0
Colonia;14/5/2022;0.0;71.4;275.4;0.0
Colonia;15/5/2022;0.0;89.2;317.7;0.0
Colonia;16/5/2022;0.0;15.7;133.3;0.0
Colonia;17/5/2022;3.7;0.0;93.7;0.0
Colonia;18/5/2022;0.0;80.9;289.9;0.0
Colonia;19/5/2022;0.0;87.0;302.4;0.0
Colonia;20/5/2022;0.0;89.3;305.4;0.0
Colonia;21/5/2022;0.0;69.6;256.3;0.0
Colonia;22/5/2022;0.0;80.7;280.6;0.0
Colonia;23/5/2022;0.0;74.9;265.0;0.0
Colonia;24/5/2022;9.4;66.0;242.5;0.0
Colonia;25/5/2022;8.9;0.0;88.3;0.0
Colonia;26/5/2022;0.0;78.3;267.5;0.0
Colonia;27/5/2022;0.0;66.4;238.6;0.0
Colonia;28/5/2022;0.0;0.0;86.6;0.0
Colonia;29/5/2022;0.0;94.9;299.8;0.0
Colonia;30/5/2022;0.0;93.0;294.0;0.0
Colonia;31/5/2022;0.0;77.0;256.6;0.0
Colonia;1/6/2022;0.0;41.6;176.8;0.0
Colonia;2/6/2022;0.0;91.5;285.8;0.0
Colonia;3/6/2022;0.0;89.5;280.2;0.0
Colonia;4/6/2022;0.0;80.4;259.0;0.0
Colonia;5/6/2022;0.0;31.6;151.8;0.0
Colonia;6/6/2022;0.3;56.2;204.2;0.0
Colonia;7/6/2022;0.0;21.5;128.6;0.0
Colonia;8/6/2022;0.0;5.1;93.0;0.0
Colonia;9/6/2022;0.0;31.8;149.7;0.0
Colonia;10/6/2022;0.0;96.4;287.2;0.0
Colonia;11/6/2022;0.0;92.4;277.8;0.0
Colonia;12/6/2022;0.0;90.3;272.7;0.0
Colonia;13/6/2022;0.0;92.5;276.5;0.0
Colonia;14/6/2022;0.0;79.2;247.9;0.0
Colonia;15/6/2022;0.0;75.1;238.8;0.0
Colonia;16/6/2022;0.0;65.9;219.0;0.0
Colonia;17/6/2022;0.0;88.6;266.4;0.0
Colonia;18/6/2022;0.0;93.7;276.9;0.0
Colonia;19/6/2022;0.0;78.3;244.3;0.0
Colonia;20/6/2022;0.0;53.6;192.4;0.0
Colonia;21/6/2022;0.0;36.1;155.6;0.0
Colonia;22/6/2022;0.0;48.5;181.6;0.0
Colonia;23/6/2022;1.4;6.2;93.0;0.0
Colonia;24/6/2022;1.4;24.7;131.9;0.0
Colonia;25/6/2022;0.0;77.2;242.3;0.0
Colonia;26/6/2022;0.0;15.4;112.7;0.0
Colonia;27/6/2022;0.0;0.0;80.4;0.0
Colonia;28/6/2022;0.0;16.5;115.2;0.0
Colonia;29/6/2022;0.0;89.4;269.6;0.0
Colonia;30/6/2022;0.0;89.3;270.0;0.0
Colonia;1/7/2022;13.8;19.5;122.8;0.0
Colonia;2/7/2022;3.9;0.0;81.5;0.0
Colonia;3/7/2022;0.0;91.1;276.9;0.0
Colonia;4/7/2022;0.5;6.1;95.3;0.0
Colonia;5/7/2022;0.0;40.9;170.6;0.0
Colonia;6/7/2022;1.7;0.0;82.7;0.0
Colonia;7/7/2022;0.0;95.7;291.4;0.0
Colonia;8/7/2022;4.9;59.0;212.4;0.0
Colonia;9/7/2022;0.0;33.5;157.5;0.0
Colonia;10/7/2022;2.0;63.9;225.3;0.0
Colonia;11/7/2022;0.5;0.0;84.7;0.0
Colonia;12/7/2022;0.0;93.0;292.7;0.0
Colonia;13/7/2022;0.0;92.8;293.9;0.0
Colonia;14/7/2022;0.0;26.2;145.3;0.0
Colonia;15/7/2022;0.6;0.0;86.7;0.0
Colonia;16/7/2022;0.0;0.0;87.2;0.0
Colonia;17/7/2022;0.0;91.2;297.4;0.0
Colonia;18/7/2022;0.0;90.0;296.7;0.0
Colonia;19/7/2022;0.0;93.8;307.6;0.0
Colonia;20/7/2022;0.0;68.7;250.9;0.0
Colonia;21/7/2022;0.0;55.7;221.8;0.0
Colonia;22/7/2022;0.0;83.3;289.3;0.0
Colonia;23/7/2022;0.0;30.7;165.2;0.0
Colonia;24/7/2022;38.6;2.0;97.1;0.0
Colonia;25/7/2022;3.9;0.0;93.0;0.0
Colonia;26/7/2022;0.0;52.1;221.6;0.0
Colonia;27/7/2022;16.7;6.9;111.5;0.0
Colonia;28/7/2022;0.0;70.4;271.0;0.0
Colonia;29/7/2022;0.0;91.7;326.9;0.0
Colonia;30/7/2022;0.0;90.5;326.5;5.0
Colonia;31/7/2022;0.0;66.0;266.6;0.0
Colonia;1/8/2022;0.0;94.9;343.6;0.0
Colonia;2/8/2022;0.0;67.6;275.5;0.0
Colonia;3/8/2022;0.0;0.0;100.3;0.0
Colonia;4/8/2022;0.0;0.0;101.2;0.0
Colonia;5/8/2022;0.0;95.7;358.2;0.0
Colonia;6/8/2022;0.0;84.9;332.4;0.0
Colonia;7/8/2022;0.0;83.7;332.2;0.0
Colonia;8/8/2022;0.0;57.9;264.2;0.0
Colonia;9/8/2022;0.0;65.3;287.2;0.0
Colonia;10/8/2022;0.0;86.8;350.2;0.0
Colonia;11/8/2022;0.0;96.0;379.4;0.0
Colonia;12/8/2022;0.0;71.3;312.6;0.0
Colonia;13/8/2022;0.0;88.9;366.2;0.0
Colonia;14/8/2022;0.8;85.8;360.8;0.0
Colonia;15/8/2022;0.0;48.4;254.3;0.0
Colonia;16/8/2022;0.0;76.0;338.6;0.0
Colonia;17/8/2022;0.0;5.5;130.9;0.0
Colonia;18/8/2022;0.0;87.6;380.1;0.0
Colonia;19/8/2022;0.0;89.1;388.4;0.0
Colonia;20/8/2022;0.0;65.0;318.0;0.0
Colonia;21/8/2022;0.0;70.3;337.6;0.0
Colonia;22/8/2022;0.0;71.0;342.9;0.0
Colonia;23/8/2022;0.0;91.7;411.8;0.0
Colonia;24/8/2022;0.0;78.7;374.1;0.0
Colonia;25/8/2022;0.1;49.6;283.8;0.0
Colonia;26/8/2022;78.0;78.2;379.9;0.0
Colonia;27/8/2022;0.3;36.7;246.8;0.0
Colonia;28/8/2022;0.0;93.8;439.1;0.0
Colonia;29/8/2022;0.0;95.3;448.1;0.0
Colonia;30/8/2022;0.0;89.6;433.2;0.0
Colonia;31/8/2022;0.0;65.5;354.7;0.0
Colonia;1/9/2022;0.0;0.0;131.9;0.0
Colonia;2/9/2022;0.0;88.8;442.7;0.0
Colonia;3/9/2022;0.0;93.8;464.2;0.0
Colonia;4/9/2022;0.0;93.5;467.6;0.0
Colonia;5/9/2022;0.0;94.1;473.9;0.0
Colonia;6/9/2022;0.0;92.0;470.8;0.0
Colonia;7/9/2022;0.0;90.9;471.0;0.0
Colonia;8/9/2022;5.2;79.4;432.8;0.0
Colonia;9/9/2022;0.0;43.9;304.8;0.0
Colonia;10/9/2022;0.0;92.6;490.2;0.0
Colonia;11/9/2022;0.0;68.4;402.8;0.0
Colonia;12/9/2022;0.0;91.2;493.5;0.0
Colonia;13/9/2022;0.0;73.9;431.2;0.0
Colonia;14/9/2022;0.0;88.1;489.8;0.0
Colonia;15/9/2022;0.0;90.4;503.0;0.0
Colonia;16/9/2022;0.0;82.5;476.1;0.0
Colonia;17/9/2022;0.0;72.1;439.0;0.0
Colonia;18/9/2022;0.0;40.2;314.3;0.0
Colonia;19/9/2022;0.0;61.7;404.1;0.0
Colonia;20/9/2022;1.1;51.5;365.8;0.0
Colonia;21/9/2022;0.9;80.4;487.5;0.0
Colonia;22/9/2022;0.0;62.8;418.4;0.0
Colonia;23/9/2022;0.0;81.5;500.0;0.0
Colonia;24/9/2022;0.0;85.5;520.3;0.0
Colonia;25/9/2022;0.0;52.4;384.2;0.0
Colonia;26/9/2022;0.0;67.8;452.7;0.0
Colonia;27/9/2022;0.0;83.1;522.0;0.0
Colonia;28/9/2022;0.0;90.9;559.9;0.0
Colonia;29/9/2022;0.0;63.9;446.1;0.0
Colonia;30/9/2022;0.0;70.2;477.0;0.0
Colonia;1/10/2022;0.0;83.7;540.0;0.0
Colonia;2/10/2022;0.0;83.4;542.7;0.0
Colonia;3/10/2022;0.0;79.2;527.6;0.0
Colonia;4/10/2022;0.0;88.5;573.3;0.0
Colonia;5/10/2022;0.0;85.9;565.4;0.0
Colonia;6/10/2022;0.0;9.5;218.8;0.0
Colonia;7/10/2022;0.0;87.7;581.4;0.0
Colonia;8/10/2022;0.8;19.7;269.0;0.0
Colonia;9/10/2022;0.0;89.6;597.6;0.0
Colonia;10/10/2022;0.0;88.6;596.7;0.0
Colonia;11/10/2022;0.0;84.4;580.6;0.0
Colonia;12/10/2022;0.0;84.2;583.2;0.0
Colonia;13/10/2022;0.0;63.0;484.8;0.0
Colonia;14/10/2022;0.0;87.7;606.7;0.0
Colonia;15/10/2022;5.8;3.1;200.1;0.0
Colonia;16/10/2022;0.0;73.3;543.6;0.0
Colonia;17/10/2022;0.0;72.3;541.8;0.0
Colonia;18/10/2022;0.0;32.2;347.2;0.0
Colonia;19/10/2022;0.0;18.4;280.4;0.0
Colonia;20/10/2022;0.0;24.4;312.0;0.0
Colonia;21/10/2022;6.7;59.4;488.9;0.0
Colonia;22/10/2022;2.6;0.0;192.3;0.0
Colonia;23/10/2022;0.0;74.2;569.0;0.0
Colonia;24/10/2022;0.0;83.1;617.1;0.0
Colonia;25/10/2022;3.2;77.7;592.2;0.0
Colonia;26/10/2022;0.5;30.9;354.5;0.0
Colonia;27/10/2022;0.0;87.0;646.0;0.0
Colonia;28/10/2022;0.0;80.8;616.9;0.0
Colonia;29/10/2022;0.0;58.3;502.0;0.0
Colonia;30/10/2022;0.0;0.0;199.7;0.0
Colonia;31/10/2022;0.0;72.9;583.1;0.0
Colonia;1/11/2022;0.0;89.0;670.8;0.0
Colonia;2/11/2022;0.0;91.8;688.2;0.0
Colonia;3/11/2022;0.6;89.4;678.1;0.0
Colonia;4/11/2022;0.0;89.9;683.6;0.0
Colonia;5/11/2022;0.0;83.8;653.7;0.0
Colonia;6/11/2022;0.0;89.6;687.0;0.0
Colonia;7/11/2022;0.0;89.4;688.5;0.0
Colonia;8/11/2022;0.0;88.5;685.9;0.0
Colonia;9/11/2022;0.0;84.6;667.4;0.0
Colonia;10/11/2022;0.0;71.4;597.5;0.0
Colonia;11/11/2022;0.0;77.0;630.4;0.0
Colonia;12/11/2022;0.0;42.8;444.6;0.0
Colonia;13/11/2022;55.0;21.0;325.9;0.0
Colonia;14/11/2022;1.0;2.2;222.9;0.0
Colonia;15/11/2022;0.0;88.0;699.1;0.0
Colonia;16/11/2022;0.0;86.5;692.4;0.0
Colonia;17/11/2022;0.0;59.7;545.3;0.0
Colonia;18/11/2022;0.0;61.7;558.1;0.0
Colonia;19/11/2022;0.0;48.0;482.8;0.0
Colonia;20/11/2022;18.5;49.4;491.7;0.0
Colonia;21/11/2022;3.4;0.0;214.9;0.0
Colonia;22/11/2022;0.0;80.7;670.4;0.0
Colonia;23/11/2022;0.0;87.0;707.5;0.0
Colonia;24/11/2022;0.0;84.0;692.2;0.0
Colonia;25/11/2022;0.0;81.7;680.9;0.0
Colonia;26/11/2022;0.0;81.6;681.6;0.0
Colonia;27/11/2022;0.0;83.7;694.7;0.0
Colonia;28/11/2022;0.0;84.3;699.4;0.0
Colonia;29/11/2022;0.0;77.1;659.5;0.0
Colonia;30/11/2022;1.9;32.5;405.1;0.0
Colonia;1/12/2022;0.4;3.5;239.4;0.0
Colonia;2/12/2022;0.0;87.4;722.2;0.0
Colonia;3/12/2022;0.0;76.1;658.0;0.0
Colonia;4/12/2022;0.0;88.0;727.6;0.0
Colonia;5/12/2022;0.0;87.3;724.1;0.0
Colonia;6/12/2022;0.0;88.5;732.4;0.0
Colonia;7/12/2022;0.8;66.0;602.9;0.0
Colonia;8/12/2022;0.0;63.9;591.3;0.0
Colonia;9/12/2022;0.0;83.5;705.5;0.0
Colonia;10/12/2022;0.0;82.0;697.7;0.0
Colonia;11/12/2022;0.0;82.0;697.9;0.0
Colonia;12/12/2022;0.0;58.9;564.0;0.0
Colonia;13/12/2022;0.0;78.4;678.2;0.0
Colonia;14/12/2022;5.5;88.2;735.6;0.0
Colonia;15/12/2022;0.0;57.4;556.4;0.0
Colonia;16/12/2022;0.0;80.5;691.1;0.0
Colonia;17/12/2022;0.0;89.6;744.3;0.0
Colonia;18/12/2022;0.0;80.4;691.2;0.0
Colonia;19/12/2022;0.0;74.8;658.7;0.0
Colonia;20/12/2022;0.0;84.6;715.8;0.0
Colonia;21/12/2022;0.0;84.6;715.8;0.0
Colonia;22/12/2022;4.8;75.6;663.1;0.0
Colonia;23/12/2022;36.1;28.7;389.8;0.0
Colonia;24/12/2022;0.1;3.5;242.9;0.0
Colonia;25/12/2022;0.0;83.3;707.9;0.0
Colonia;26/12/2022;0.0;86.8;728.0;0.0
Colonia;27/12/2022;0.0;73.6;650.5;0.0
Colonia;28/12/2022;0.0;75.7;662.4;0.0
Colonia;29/12/2022;0.0;86.3;723.4;0.0
Colonia;30/12/2022;0.0;85.6;719.2;0.0
Colonia;31/12/2022;0.0;85.0;714.9;0.0
Colonia;1/1/2023;1.5;16.9;319.5;0.0
Colonia;2/1/2023;0.0;77.2;669.5;0.0
Colonia;3/1/2023;0.0;73.8;648.9;0.0
Colonia;4/1/2023;0.0;90.8;746.6;0.0
Colonia;5/1/2023;0.0;89.4;738.0;0.0
Colonia;6/1/2023;0.0;88.8;733.4;0.0
Colonia;7/1/2023;0.0;89.6;736.9;0.0
Colonia;8/1/2023;0.0;88.3;728.5;0.0
Colonia;9/1/2023;0.0;85.5;711.6;0.0
Colonia;10/1/2023;0.0;88.4;727.1;0.0
Colonia;11/1/2023;26.5;26.2;369.3;0.0
Colonia;12/1/2023;0.0;61.7;571.9;0.0
Colonia;13/1/2023;0.0;88.7;725.3;0.0
Colonia;14/1/2023;0.0;92.4;744.9;0.0
Colonia;15/1/2023;0.0;90.4;732.1;0.0
Colonia;16/1/2023;0.0;86.2;707.1;0.0
Colonia;17/1/2023;0.0;87.1;710.3;0.0
Colonia;18/1/2023;1.0;70.8;616.5;0.0
Colonia;19/1/2023;0.0;84.5;692.5;0.0
Colonia;20/1/2023;7.1;50.9;501.7;0.0
Colonia;21/1/2023;4.2;48.8;488.8;0.0
Colonia;22/1/2023;0.7;83.5;681.8;0.0
Colonia;23/1/2023;0.0;90.8;720.9;0.0
Colonia;24/1/2023;0.0;75.8;635.2;0.0
Colonia;25/1/2023;0.3;75.9;634.4;0.0
Colonia;26/1/2023;0.0;50.0;488.7;0.0
Colonia;27/1/2023;14.6;0.0;211.1;0.0
Colonia;28/1/2023;0.2;79.9;651.0;0.0
Colonia;29/1/2023;0.0;91.0;709.9;0.0
Colonia;30/1/2023;0.0;83.2;664.4;0.0
Colonia;31/1/2023;0.0;88.5;691.1;0.0
Colonia;1/2/2023;0.0;87.9;685.9;0.0
Colonia;2/2/2023;0.0;22.8;330.3;0.0
Colonia;3/2/2023;0.4;72.1;595.4;0.0
Colonia;4/2/2023;0.0;89.2;685.3;0.0
Colonia;5/2/2023;0.0;92.3;699.6;0.0
Colonia;6/2/2023;0.0;72.5;591.3;0.0
Colonia;7/2/2023;0.0;80.9;633.2;0.0
Colonia;8/2/2023;0.0;69.1;568.6;0.0
Colonia;9/2/2023;0.0;88.7;669.2;0.0
Colonia;10/2/2023;0.0;76.2;600.7;0.0
Colonia;11/2/2023;0.0;81.6;626.4;0.0
Colonia;12/2/2023;0.0;78.8;609.3;0.0
Colonia;13/2/2023;3.9;18.8;295.4;0.0
Colonia;14/2/2023;0.0;59.6;504.4;0.0
Colonia;15/2/2023;0.0;89.9;658.0;0.0
Colonia;16/2/2023;0.0;19.7;295.8;0.0
Colonia;17/2/2023;0.8;18.2;286.9;0.0
Colonia;18/2/2023;0.0;92.9;663.4;0.0
Colonia;19/2/2023;0.0;93.9;664.9;0.0
Colonia;20/2/2023;0.0;91.9;651.4;0.0
Colonia;21/2/2023;0.0;91.3;645.2;0.0
Colonia;22/2/2023;0.0;77.7;574.1;0.0
Colonia;23/2/2023;0.0;30.9;340.2;0.0
Colonia;24/2/2023;0.0;34.0;353.8;0.0
Colonia;25/2/2023;0.3;69.0;522.4;0.0
Colonia;26/2/2023;0.0;75.4;550.3;0.0
Colonia;27/2/2023;0.0;90.5;619.6;0.0
Colonia;28/2/2023;0.0;76.6;549.5;0.0
Colonia;1/3/2023;0.0;70.6;517.5;0.0
Colonia;2/3/2023;0.0;85.7;585.7;0.0
Colonia;3/3/2023;0.0;78.1;546.2;0.0
Colonia;4/3/2023;0.0;79.1;547.3;0.0
Colonia;5/3/2023;0.0;81.7;555.9;0.0
Colonia;6/3/2023;0.0;89.1;586.5;0.0
Colonia;7/3/2023;0.0;86.9;572.6;0.0
Colonia;8/3/2023;0.0;84.8;559.1;0.0
Colonia;9/3/2023;0.0;86.6;563.4;0.0
Colonia;10/3/2023;0.0;85.3;553.5;0.0
Colonia;11/3/2023;0.0;68.6;475.4;0.0
Colonia;12/3/2023;0.0;83.3;537.1;0.0
Colonia;13/3/2023;0.0;83.6;534.4;0.0
Colonia;14/3/2023;0.0;74.9;492.6;0.0
Colonia;15/3/2023;7.8;18.8;246.2;0.0
Colonia;16/3/2023;0.0;70.4;466.0;0.0
Colonia;17/3/2023;0.0;65.7;442.5;0.0
Colonia;18/3/2023;0.0;47.0;359.7;0.0
Colonia;19/3/2023;15.3;62.0;419.9;0.0
Colonia;20/3/2023;0.0;34.8;303.7;0.0
Colonia;21/3/2023;0.0;64.8;425.1;0.0
Colonia;22/3/2023;0.0;44.2;337.2;0.0
Colonia;23/3/2023;0.0;66.9;426.8;0.0
Colonia;24/3/2023;15.1;71.3;440.8;0.0
Colonia;25/3/2023;2.1;37.9;303.7;0.0
Colonia;26/3/2023;0.0;79.4;465.5;0.0
Colonia;27/3/2023;0.0;92.3;512.2;0.0
Colonia;28/3/2023;0.0;87.5;489.2;0.0
Colonia;29/3/2023;0.2;54.6;357.9;0.0
Colonia;30/3/2023;1.0;69.2;410.9;0.0
Colonia;31/3/2023;0.0;85.8;469.9;0.0
Colonia;1/4/2023;0.0;79.2;441.0;0.0
Colonia;2/4/2023;25.0;34.5;270.8;0.0
Colonia;3/4/2023;0.0;20.8;217.6;0.0
Colonia;4/4/2023;0.0;47.7;314.3;0.0
Colonia;5/4/2023;0.0;71.4;397.3;0.0
Colonia;6/4/2023;0.0;81.3;429.1;0.0
Colonia;7/4/2023;0.3;57.0;338.6;0.0
Colonia;8/4/2023;0.0;84.4;432.3;0.0
Colonia;9/4/2023;0.0;88.2;441.4;0.0
Colonia;10/4/2023;0.0;84.1;423.0;0.0
Colonia;11/4/2023;0.0;68.4;365.3;0.0
Colonia;12/4/2023;0.0;25.8;217.3;0.0
Colonia;13/4/2023;0.0;92.0;438.0;0.0
Colonia;14/4/2023;0.0;71.7;366.0;0.0
Colonia;15/4/2023;0.0;57.6;315.9;0.0
Colonia;16/4/2023;1.9;27.1;213.2;0.0
Colonia;17/4/2023;4.0;72.3;357.7;0.0
Colonia;18/4/2023;0.0;61.7;320.2;0.0
Colonia;19/4/2023;0.0;40.0;248.3;0.0
Colonia;20/4/2023;0.0;88.6;398.6;0.0
Colonia;21/4/2023;0.0;74.2;349.9;0.0
Colonia;22/4/2023;0.3;74.4;347.1;0.0
Colonia;23/4/2023;0.0;35.0;223.6;0.0
Colonia;24/4/2023;0.0;36.0;224.5;0.0
Colonia;25/4/2023;4.1;0.0;114.4;0.0
Colonia;26/4/2023;0.0;59.5;289.9;0.0
Colonia;27/4/2023;0.0;81.2;350.7;0.0
Colonia;28/4/2023;0.0;87.0;364.3;0.0
Colonia;29/4/2023;0.0;90.1;369.6;0.0
Colonia;30/4/2023;9.3;34.8;208.4;0.0
Colonia;1/5/2023;0.0;89.6;361.4;0.0
Colonia;2/5/2023;0.0;88.9;356.1;0.0
Colonia;3/5/2023;0.0;88.2;350.8;0.0
Colonia;4/5/2023;0.0;83.7;335.2;0.0
Colonia;5/5/2023;23.5;8.6;127.4;0.0
Colonia;6/5/2023;0.0;5.7;118.5;0.0
Colonia;7/5/2023;0.0;68.1;284.3;0.0
Colonia;8/5/2023;0.0;77.0;305.2;0.0
Colonia;9/5/2023;0.0;66.6;275.2;0.0
Colonia;10/5/2023;0.0;86.2;323.7;0.0
Colonia;11/5/2023;0.0;65.0;266.2;0.0
Colonia;12/5/2023;0.0;57.4;244.5;0.0
